job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1474,Data Scientist,"US, WA, Seattle",Operations,60000-90000,Starlight Health develops modern medical telemetry software.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Mid-Senior level,High School or equivalent,Customer Service,Management,0
2101,Sales Executive,"US, WA, Seattle",Human Resources,80000-120000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,0,Part-time,Mid-Senior level,High School or equivalent,Information Technology,Management,0
69,DevOps Engineer,"US, NY, Seattle",Human Resources,,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,0,Temporary,Associate,Bachelor's Degree,Financial Services,Customer Service,0
1876,Human Resources Manager,"US, FL, Seattle",Sales,60000-90000,Starlight Health develops modern medical telemetry software.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology,Administrative,0
2380,Financial Analyst,"US, WA, New York",Engineering,50000-75000,Starlight Health develops modern medical telemetry software.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,0,Contract,Associate,Unspecified,Health Care,Administrative,0
2232,Financial Analyst,"US, NY, New York",Product,,BrightPath Financial provides trusted advisory and wealth management services.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
138,Data Scientist,"US, CA, Miami",Engineering,50000-75000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,0,Contract,Entry level,High School or equivalent,Retail,Engineering,0
797,QA Engineer,"US, WA, Seattle",Product,100000-140000,BrightPath Financial provides trusted advisory and wealth management services.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Part-time,Director,High School or equivalent,Financial Services,Engineering,0
2181,Data Scientist,"US, FL, Austin",Sales,,Starlight Health develops modern medical telemetry software.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,0,Part-time,Entry level,Bachelor's Degree,Financial Services,Finance,0
2129,DevOps Engineer,"US, TX, Seattle",Engineering,100000-140000,BrightPath Financial provides trusted advisory and wealth management services.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Part-time,Associate,Unspecified,Information Technology,Customer Service,0
759,Accountant,"US, TX, Seattle",Sales,50000-75000,Starlight Health develops modern medical telemetry software.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,1,Contract,Associate,High School or equivalent,Retail,Finance,0
542,DevOps Engineer,"US, NY, New York",Product,80000-120000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Contract,Associate,High School or equivalent,Financial Services,Management,0
1020,Customer Support Representative,"US, TX, New York",Engineering,50000-75000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Contract,Mid-Senior level,Master's Degree,Marketing & Advertising,Engineering,0
2289,Data Scientist,"US, WA, New York",Operations,60000-90000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",1,1,0,Full-time,Entry level,High School or equivalent,Health Care,Administrative,0
